5
0,6,17
0,8,11
0,9,16
0,17,21
0,21,25
0,22,8
0,24,10
1,1,1
1,4,9
1,5,6
1,13,11
1,15,5
1,21,23
1,23,2
1,24,18
2,1,4
2,3,21
2,6,1
2,23,22
3,0,15
3,1,5
3,12,25
3,13,8
3,16,13
3,20,20
3,23,11
3,24,16
4,3,14
4,8,12
4,12,23
4,15,10
4,18,8
5,14,22
5,24,9
6,0,9
6,5,7
6,8,19
6,13,14
7,2,4
7,5,9
7,7,1
7,11,6
8,6,18
8,10,9
8,16,6
8,18,19
9,2,20
9,3,17
9,4,14
9,11,18
9,13,23
9,16,10
9,18,25
10,7,20
10,11,15
10,14,12,
10,16,18
10,19,21
10,23,25
11,1,9
11,4,25
11,6,7
11,8,13
11,9,19
11,12,20
11,14,14
11,19,12
11,23,23
12,4,23
12,8,1
12,9,25
12,13,13
12,18,17
13,2,15
13,4,3
13,5,21
13,8,4
13,12,10
13,13,1
13,18,13
13,23,17
14,1,11
14,3,20
14,5,12
14,6,22
14,10,21
14,23,13
15,2,7
15,5,14
15,10,12
15,15,21
15,16,2
15,21,9
15,23,1
16,0,25
16,2,9
16,13,20
16,16,22
16,17,15
16,22,18
17,0,23
17,4,4
17,7,9
17,11,24
17,13,6
17,15,14
17,16,11
18,7,2
18,8,18
18,9,4
18,14,1
18,15,19
18,16,24
18,18,6
18,20,14
18,23,20
19,2,11
19,5,3
19,9,5
19,13,18
19,14,4
19,20,19
19,21,24
19,23,6
20,0,13
20,5,17
20,6,14
20,9,20
20,10,3
20,15,23
20,20,25
21,2,8
21,8,7
21,18,15
21,21,21
21,23,18
22,1,23
22,2,21
22,4,18
22,5,1
22,6,25
22,7,8
22,9,10
22,14,6
22,15,17
22,16,14
22,23,15
22,24,5
23,3,22
23,6,23
23,7,21
23,8,2
23,9,18
23,13,9
23,14,10
23,16,19
23,21,14
23,23,16
24,1,17
24,2,14
24,3,11
24,12,21
24,13,2
24,20,13
