4
0,1,4
0,4,8
0,6,16
0,8,11
0,10,1
0,13,6
0,15,14
1,0,3
1,3,9
1,5,15
1,7,4
1,8,10
1,9,7
1,11,13
1,14,12
2,1,6
2,4,2
2,5,11
2,8,8
2,12,3
3,0,15
3,7,13
3,10,14
3,13,2
3,15,4
4,3,8
4,5,3
4,8,7
4,12,5
5,6,14
5,11,10
5,13,16
5,15,13
6,2,9
6,3,2
6,4,5
6,9,8
6,12,11
7,0,12
7,2,1
7,7,16
7,10,13
7,14,3
8,3,12
8,4,15
8,9,6
8,12,13
8,14,4
8,15,7
9,0,16
9,1,1
9,2,13
9,4,10
9,7,3
9,10,7
9,13,9
10,0,6
10,6,11
10,8,4
10,11,9
10,14,2
10,15,10
11,1,3
11,5,16
11,9,14
11,10,8
11,13,11
12,0,5
12,1,11
12,2,3
12,3,10
12,7,8
12,10,12
12,11,4
12,15,1
13,1,14
13,4,11
13,5,9
13,9,13
13,10,15
13,12,4
13,14,5
14,0,13
14,2,4
14,4,6
14,11,2
14,13,12
14,15,9
15,1,12
15,3,16
15,5,13
15,9,1
15,12,6
15,14,15
