4
0,0,1
0,4,3
0,6,15
0,10,9
0,13,7
1,0,3
1,2,6
1,3,9
1,5,10
1,8,1
1,9,7
1,10,4
1,11,5
1,12,8
1,14,12
1,15,15
2,1,11
2,2,15
2,3,4
2,5,6
2,6,8
2,7,13
2,7,12
2,8,14
2,9,2
2,11,13
2,12,10
2,13,3
2,15,9
3,2,8
3,3,12
3,5,4
3,6,5
3,8,15
3,13,2
3,15,14
4,1,8
4,2,3
4,4,13
4,6,9
4,10,12
4,11,11
4,12,1
4,13,14
4,14,2
5,0,13
5,3,11
5,4,15
5,5,3
5,6,16
5,7,2
5,9,1
5,10,7
5,13,8
5,15,12
6,1,1
6,2,7
6,3,6
6,5,11
6,8,16
6,10,8
6,11,14
7,0,10
7,2,12
7,4,14
7,5,1
7,7,8
7,10,13
7,11,15
7,13,4
7,14,7
8,0,12
8,1,4
8,2,13
8,3,1
8,5,16
8,6,14
8,10,11
8,11,7
9,1,16
9,2,11
9,3,10
9,7,3
9,9,12
9,11,2
9,14,14
9,15,7
10,2,5
10,3,3
10,4,9
10,5,2
10,7,7
10,8,13
10,11,16
10,14,11
10,15,4
11,2,14
11,3,2
11,7,11
11,9,8
11,10,15
11,11,10
11,13,1
11,14,6
11,15,3
12,0,9
12,2,10
12,8,6
12,9,4
12,10,2
12,11,8
12,13,12
12,14,16
12,15,1
13,3,7
13,5,5
13,6,2
13,12,15
13,14,4
14,0,6
14,2,16
14,6,4
14,8,7
14,10,5
14,12,14
14,15,10
15,1,12
15,6,7
15,7,6
15,9,13
15,11,1
15,12,9
15,15,2
