4
0,9,1
0,11,2
0,14,10
1,1,1
1,2,11
1,3,2
1,6,6
1,8,16
1,11,4
1,13,13
1,14,8
2,0,12
2,1,16
2,2,13
2,5,2
2,6,10
2,11,15
3,0,7
3,1,6
3,2,9
3,3,5
3,4,15
3,6,1
3,10,10
3,12,4
4,2,3
4,7,16
4,14,15
5,0,9
5,5,15
6,2,10
6,8,9
6,10,15
6,11,1
6,13,4
6,14,16
6,15,6
7,2,16
7,4,14
7,6,9
7,9,6
7,10,7
7,12,2
7,13,1
7,14,3
7,15,8
8,0,4
8,1,11
8,2,1
8,7,10
8,8,8
8,9,3
8,11,5
9,0,16
9,3,3
9,5,9
9,6,5
9,9,15
9,11,7
9,12,13
9,13,8
10,0,6
10,3,7
10,6,3
10,13,5
11,0,2
11,6,15
11,8,12
11,9,10
11,11,6
12,6,12
12,8,1
12,10,9
13,0,15
13,1,5
13,5,8
13,12,16
13,13,3
14,4,5
14,5,16
14,7,4
14,8,15
14,9,14
14,10,2
14,15,12
15,0,11
15,6,14
15,7,7
15,10,12
15,11,16
15,12,1
