4
10,9,2,3,4,15,7,6,16,1,12,13,8,5,14,11,16,8,7,15,3,9,14,11,2,4,6,5,10,12,13,1,5,14,1,6,12,16,13,10,11,8,9,3,15,2,7,4,11,13,12,4,5,8,1,2,7,14,10,15,9,16,6,3,14,16,10,5,7,13,3,15,9,11,2,4,1,6,8,12,13,6,4,12,14,1,16,9,5,3,8,7,2,11,15,10,9,1,3,2,8,6,11,12,10,15,14,16,13,7,4,5,15,7,8,11,2,5,10,4,12,13,1,6,3,14,9,16,1,12,11,16,6,4,2,5,8,9,13,14,7,10,3,15,3,5,15,8,13,11,12,14,1,2,7,10,4,9,16,6,2,4,6,13,10,7,9,8,15,16,3,12,5,1,11,14,7,10,14,9,1,3,15,16,4,6,5,11,12,8,2,13,4,15,16,1,9,12,5,3,14,7,11,8,6,13,10,2,6,11,5,7,16,2,8,13,3,10,4,1,14,15,12,9,12,3,9,14,11,10,6,7,13,5,15,2,16,4,1,8,8,2,13,10,15,14,4,1,6,12,16,9,11,3,5,7
4,8,14,16,13,15,7,3,11,6,9,5,1,10,12,2,2,6,7,12,10,1,9,14,13,16,4,3,11,8,5,15,1,13,11,5,2,6,4,12,15,7,10,8,14,9,3,16,9,15,10,3,5,11,8,16,14,2,1,12,4,6,13,7,6,10,13,8,4,9,11,15,7,5,12,14,3,16,2,1,11,7,1,4,12,5,13,6,8,3,16,2,9,14,15,10,14,16,3,2,1,8,10,7,9,13,11,15,5,12,6,4,5,12,15,9,3,14,16,2,1,10,6,4,8,7,11,13,3,9,6,15,8,7,1,5,4,12,2,11,16,13,10,14,13,14,5,10,9,12,2,11,16,15,3,1,7,4,8,6,16,1,12,11,6,3,14,4,10,8,13,7,2,15,9,5,8,2,4,7,16,10,15,13,5,9,14,6,12,3,1,11,12,4,2,14,11,13,6,9,3,1,15,16,10,5,7,8,10,11,8,13,7,16,12,1,6,4,5,9,15,2,14,3,15,5,16,6,14,2,3,8,12,11,7,10,13,1,4,9,7,3,9,1,15,4,5,10,2,14,8,13,6,11,16,12
4,2,3,15,12,5,8,9,1,10,13,6,16,11,14,7,10,16,1,8,2,13,7,15,9,14,11,3,5,4,6,12,12,13,11,7,14,6,10,3,4,16,5,8,1,2,9,15,5,14,9,6,11,1,4,16,7,15,12,2,10,3,13,8,13,4,7,3,10,9,1,5,15,6,16,11,12,14,8,2,9,15,2,10,8,16,3,6,14,12,1,4,7,13,5,11,1,6,8,14,15,11,12,2,13,7,3,5,9,16,10,4,11,5,12,16,7,4,13,14,10,2,8,9,6,15,1,3,15,1,6,4,9,10,5,7,11,8,2,13,14,12,3,16,14,7,13,11,3,15,16,4,5,1,9,12,8,10,2,6,3,8,5,2,1,14,6,12,16,4,10,15,13,7,11,9,16,9,10,12,13,2,11,8,6,3,14,7,15,1,4,5,8,10,4,13,16,12,15,11,2,9,6,1,3,5,7,14,6,3,14,5,4,7,2,10,8,13,15,16,11,9,12,1,7,12,15,9,5,8,14,1,3,11,4,10,2,6,16,13,2,11,16,1,6,3,9,13,12,5,7,14,4,8,15,10
11,14,15,8,13,7,10,3,2,12,5,1,6,9,4,16,10,3,6,13,1,5,4,14,16,7,11,9,8,12,2,15,9,5,12,1,6,16,2,8,15,10,13,4,11,3,14,7,16,7,2,4,15,9,12,11,8,3,6,14,10,13,5,1,7,1,4,3,12,14,9,10,5,16,2,13,15,8,6,11,13,12,10,11,5,4,6,15,1,14,8,7,2,16,3,9,5,16,9,15,2,11,8,7,12,6,4,3,1,10,13,14,6,8,14,2,16,1,3,13,11,15,9,10,7,5,12,4,3,15,1,7,4,6,5,12,13,9,10,8,16,14,11,2,4,6,8,14,10,13,11,16,3,1,12,2,9,7,15,5,12,9,11,10,14,8,7,2,6,5,16,15,13,4,1,3,2,13,16,5,9,3,15,1,14,4,7,11,12,6,10,8,14,4,5,12,8,2,1,9,7,13,15,6,3,11,16,10,15,2,7,9,3,10,13,6,4,11,14,16,5,1,8,12,1,11,13,16,7,15,14,5,10,8,3,12,4,2,9,6,8,10,3,6,11,12,16,4,9,2,1,5,14,15,7,13
11,7,6,12,8,9,16,4,2,1,10,5,15,14,13,3,3,16,13,2,7,12,15,1,14,9,11,4,10,8,6,5,10,9,15,5,14,3,2,13,12,6,8,16,4,7,11,1,14,1,4,8,5,6,11,10,15,13,7,3,12,2,9,16,13,11,8,4,10,7,1,14,9,3,12,6,16,5,15,2,9,5,16,14,6,13,8,12,7,15,2,11,3,1,10,4,15,3,7,1,11,16,9,2,10,4,5,8,6,13,12,14,2,12,10,6,4,15,3,5,13,16,1,14,7,9,8,11,6,13,5,11,2,10,14,16,4,8,9,12,1,15,3,7,12,15,1,3,9,4,6,11,5,7,16,2,8,10,14,13,16,4,14,7,12,1,13,8,11,10,3,15,2,6,5,9,8,2,9,10,3,5,7,15,1,14,6,13,11,16,4,12,7,8,11,16,1,14,5,3,6,12,15,9,13,4,2,10,5,6,12,9,13,11,10,7,8,2,4,1,14,3,16,15,1,14,2,15,16,8,4,9,3,11,13,10,5,12,7,6,4,10,3,13,15,2,12,6,16,5,14,7,9,11,1,8
15,6,7,12,11,9,14,5,3,1,4,16,13,2,10,8,9,2,1,14,10,3,7,8,15,5,12,13,6,4,16,11,3,10,16,8,13,12,2,4,6,11,7,9,15,5,14,1,5,13,4,11,16,15,1,6,10,8,14,2,12,7,3,9,14,9,8,13,2,11,16,3,4,10,5,15,7,12,1,6,7,11,6,4,12,5,9,10,2,16,1,8,3,15,13,14,10,12,5,3,15,1,13,7,11,6,9,14,8,16,2,4,1,16,15,2,4,6,8,14,13,7,3,12,9,10,11,5,4,1,13,15,8,10,5,11,12,2,16,6,14,9,7,3,8,14,10,9,6,2,12,16,7,3,13,5,11,1,4,15,6,3,11,16,14,7,4,1,9,15,8,10,2,13,5,12,2,7,12,5,3,13,15,9,1,14,11,4,16,8,6,10,16,15,2,10,9,14,11,13,5,12,6,1,4,3,8,7,13,8,3,7,5,4,10,15,14,9,2,11,1,6,12,16,12,5,14,1,7,16,6,2,8,4,15,3,10,11,9,13,11,4,9,6,1,8,3,12,16,13,10,7,5,14,15,2
13,11,8,7,15,12,9,2,5,1,10,6,3,16,14,4,14,1,9,2,6,16,11,7,12,4,8,3,10,13,15,5,4,6,10,16,3,5,8,14,11,15,13,7,2,9,12,1,5,3,12,15,4,1,10,13,14,16,9,2,7,6,8,11,3,15,1,5,10,14,16,12,6,7,2,9,4,11,13,8,11,12,14,8,2,6,15,3,13,5,4,1,9,7,16,10,16,7,4,13,11,9,1,5,10,8,3,15,14,12,6,2,10,2,6,9,13,8,7,4,16,14,12,11,1,3,5,15,1,5,11,12,7,2,3,9,8,6,16,4,13,15,10,14,9,8,15,3,14,13,4,11,2,10,5,12,6,1,7,16,6,14,2,10,1,15,5,16,9,11,7,13,8,4,3,12,7,16,13,4,12,10,6,8,15,3,1,14,11,5,2,9,2,10,3,14,5,4,13,15,7,9,11,16,12,8,1,6,12,4,5,11,8,3,14,6,1,13,15,10,16,2,9,7,15,9,7,1,16,11,2,10,3,12,6,8,5,14,4,13,8,13,16,6,9,7,12,1,4,2,14,5,15,10,11,3
2,16,12,9,10,14,3,6,4,7,13,15,5,11,8,1,11,7,13,4,9,12,15,2,8,5,1,16,10,3,14,6,1,3,8,6,4,13,5,11,14,10,2,12,7,9,16,15,15,14,10,5,7,8,1,16,9,3,11,6,12,2,13,4,12,2,9,14,13,1,6,5,16,8,7,11,15,4,10,3,13,15,5,3,12,11,16,4,1,14,10,9,8,6,2,7,4,11,7,8,15,10,14,9,6,13,3,2,16,1,12,5,16,10,6,1,8,7,2,3,5,15,12,4,14,13,9,11,7,8,15,16,11,3,4,14,13,2,5,10,6,12,1,9,3,4,1,11,2,9,12,7,15,6,14,8,13,10,5,16,9,6,14,13,16,5,10,1,7,12,4,3,2,15,11,8,5,12,2,10,6,15,8,13,11,16,9,1,4,7,3,14,8,1,3,7,5,2,9,15,10,4,16,13,11,14,6,12,6,9,16,2,14,4,13,12,3,11,8,7,1,5,15,10,14,13,4,15,3,16,11,10,12,1,6,5,9,8,7,2,10,5,11,12,1,6,7,8,2,9,15,14,3,16,4,13
11,5,12,8,2,1,15,3,6,14,10,16,7,9,13,4,3,9,2,10,13,8,14,12,7,5,4,15,16,11,6,1,7,14,4,1,10,16,6,5,2,11,13,9,3,15,12,8,13,15,6,16,7,9,11,4,3,12,8,1,5,2,10,14,16,7,3,9,11,5,4,13,1,2,15,8,12,6,14,10,4,8,11,12,15,10,16,6,9,7,14,3,2,5,1,13,6,13,15,5,9,14,1,2,11,10,12,4,8,7,16,3,2,10,1,14,3,7,12,8,13,6,16,5,9,4,11,15,12,1,16,15,4,13,7,9,10,8,3,2,11,14,5,6,9,2,7,13,1,6,8,16,14,4,5,11,15,10,3,12,5,4,14,11,12,3,2,10,15,1,7,6,13,8,9,16,8,6,10,3,14,15,5,11,12,16,9,13,4,1,7,2,14,11,13,4,16,2,3,15,5,9,1,10,6,12,8,7,10,16,9,2,6,12,13,14,8,15,11,7,1,3,4,5,15,12,8,7,5,4,9,1,16,3,6,14,10,13,2,11,1,3,5,6,8,11,10,7,4,13,2,12,14,16,15,9
11,13,4,10,6,5,8,1,2,9,3,7,16,15,14,12,16,5,8,15,14,12,7,9,13,6,4,10,1,2,3,11,9,1,6,2,15,13,10,3,14,12,16,11,4,8,5,7,7,12,14,3,2,16,4,11,1,8,15,5,6,13,10,9,3,2,5,13,11,7,16,8,12,1,14,9,10,4,15,6,15,16,12,8,10,14,9,5,6,11,13,4,3,1,7,2,14,11,1,6,3,4,15,12,7,16,10,2,8,5,9,13,4,7,10,9,13,1,2,6,15,5,8,3,11,12,16,14,12,3,11,16,1,9,13,10,5,4,2,14,7,6,8,15,8,6,7,14,4,15,5,2,9,3,12,16,13,11,1,10,13,10,2,4,8,3,6,16,11,7,1,15,9,14,12,5,1,9,15,5,12,11,14,7,10,13,6,8,2,3,4,16,5,14,3,12,7,10,11,13,4,2,9,1,15,16,6,8,10,4,9,11,16,2,1,14,8,15,5,6,12,7,13,3,6,15,13,7,9,8,3,4,16,14,11,12,5,10,2,1,2,8,16,1,5,6,12,15,3,10,7,13,14,9,11,4
