4
10,09,00,00,00,00,00,00,16,00,12,13,08,00,00,11,00,00,07,15,00,09,00,11,02,00,06,00,10,00,00,01,00,14,01,00,12,00,00,10,11,00,00,00,00,02,07,00,00,00,00,00,05,08,00,02,00,00,10,00,00,16,00,00,14,16,00,00,00,00,03,00,00,00,02,00,01,06,00,00,00,00,04,00,14,00,00,00,05,00,08,07,00,00,15,10,09,00,03,00,00,06,00,00,10,15,14,00,13,00,04,00,00,00,00,00,00,00,00,00,12,13,00,00,00,14,09,00,00,12,11,00,00,00,02,05,00,00,00,00,00,00,00,00,00,05,00,08,00,11,12,14,00,00,07,00,00,09,00,06,02,04,00,00,10,07,00,08,00,00,00,12,00,01,00,00,00,00,14,09,00,03,00,00,00,06,00,00,00,00,02,13,00,00,16,00,00,12,00,00,14,00,11,08,00,00,00,00,00,11,05,00,00,00,00,13,03,00,00,01,00,15,12,00,12,00,00,14,00,10,00,07,13,00,15,00,16,04,00,00,08,00,00,10,15,14,00,01,00,00,00,00,00,00,05,07
04,08,00,00,00,00,00,00,00,00,09,00,01,00,00,00,00,00,07,00,00,00,09,00,13,00,04,03,00,00,05,15,00,00,11,00,00,06,00,12,15,00,10,00,00,09,03,16,00,00,10,03,00,00,08,00,14,00,00,12,04,00,00,07,00,10,00,00,04,00,00,15,00,05,12,00,00,16,02,01,00,00,00,00,12,05,13,06,08,03,00,02,00,00,00,00,00,16,00,00,00,08,00,00,00,00,00,00,00,12,00,04,00,00,15,09,00,14,00,00,00,00,06,00,00,00,00,13,03,00,00,00,00,07,00,00,00,00,02,00,16,13,00,00,13,00,05,00,00,00,00,00,00,00,03,00,00,00,08,00,00,00,00,00,06,00,14,04,10,08,13,07,00,00,00,00,08,02,04,00,00,10,15,00,05,00,00,06,00,00,01,00,12,00,00,14,11,00,00,09,00,01,00,00,10,05,00,00,10,11,08,00,00,16,00,01,06,00,05,00,00,02,00,00,15,05,00,00,14,02,00,08,00,11,00,00,00,01,00,00,00,00,00,01,00,04,00,00,00,00,00,00,00,00,16,12
00,02,03,00,12,05,08,09,00,00,13,06,00,00,14,00,10,16,00,00,00,13,00,15,00,14,11,00,05,04,00,00,12,00,00,07,14,06,00,00,04,00,05,08,01,00,00,00,00,00,00,00,11,00,00,00,00,00,00,00,10,03,00,00,00,00,00,00,00,00,00,00,15,00,00,11,12,14,00,00,09,15,00,00,08,00,00,06,00,00,00,00,00,13,05,00,01,00,00,14,15,00,12,02,00,07,00,00,00,16,00,00,00,00,12,16,00,00,00,00,00,02,08,09,06,15,00,03,15,00,06,04,09,10,05,00,00,00,00,00,14,12,00,00,00,00,13,00,00,00,16,00,05,01,00,12,08,00,00,06,00,08,05,00,00,00,00,00,16,00,00,15,00,00,11,09,00,00,10,12,13,00,00,08,00,00,00,00,00,00,00,00,00,00,04,13,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,05,04,07,00,10,00,00,15,16,11,00,00,01,00,00,15,09,00,08,14,00,03,00,04,00,00,00,16,13,00,11,00,00,06,03,00,00,12,05,07,14,00,08,15,00
00,00,00,08,13,00,00,00,00,12,00,00,00,00,04,00,00,03,06,00,00,00,04,00,16,00,11,00,00,00,02,15,00,05,00,00,06,16,00,00,15,00,00,04,00,03,14,07,00,07,02,00,15,00,00,11,08,03,06,00,00,13,05,01,00,00,00,03,00,00,00,10,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,15,01,00,08,07,02,16,03,00,05,00,09,00,00,11,00,00,00,00,04,03,00,00,13,14,00,00,00,00,00,00,03,00,11,15,00,00,00,00,12,04,03,15,00,00,00,00,05,12,00,09,00,00,00,00,00,00,04,06,00,00,10,13,00,00,00,00,12,00,00,07,00,05,00,09,11,10,14,08,00,02,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,14,00,00,00,12,00,00,00,14,04,05,00,00,02,01,09,07,00,00,06,00,11,16,00,15,02,07,00,03,00,00,06,00,00,14,16,00,00,08,00,01,11,00,00,00,15,00,05,00,08,00,00,00,02,09,00,00,10,00,00,00,00,16,00,00,00,00,05,14,00,00,00
00,07,00,00,00,09,16,00,02,01,00,05,00,00,13,00,03,00,00,00,07,12,15,00,14,00,00,00,10,08,06,00,10,09,00,00,00,03,00,13,12,00,00,00,04,07,11,00,14,01,04,00,00,00,00,00,15,00,00,00,12,00,00,00,00,00,08,04,10,00,00,00,09,03,12,06,16,00,00,02,00,05,00,00,00,00,00,00,00,15,02,00,00,01,00,00,00,00,07,00,00,00,00,00,00,00,05,08,06,13,12,00,00,12,00,00,04,15,00,00,00,16,00,00,00,00,00,11,06,00,00,00,00,00,14,00,00,00,09,12,00,00,03,00,00,15,01,03,09,04,00,00,00,00,00,00,00,10,00,00,00,00,14,00,00,01,13,00,00,00,00,00,00,00,05,00,08,00,00,10,03,05,07,15,00,00,00,13,11,16,00,00,00,00,00,16,00,00,00,03,00,00,00,00,00,04,02,10,00,06,12,09,00,00,00,07,08,00,04,00,00,00,16,15,00,14,02,15,00,00,00,09,00,11,13,10,00,00,00,06,00,10,00,00,15,00,12,06,00,05,14,00,00,00,01,00
00,06,00,00,00,09,14,00,00,00,00,16,00,02,00,00,00,02,00,14,00,03,00,08,15,05,00,00,06,00,16,11,03,00,00,08,13,12,00,04,00,11,07,00,00,00,14,01,00,00,04,00,16,00,00,00,00,08,14,00,12,00,03,00,00,09,08,00,00,00,16,00,00,00,00,15,00,00,01,06,07,11,00,00,00,00,00,00,02,00,01,00,03,00,13,00,10,00,00,03,15,00,13,00,00,00,00,00,08,16,00,04,00,00,15,00,04,00,08,00,00,00,00,12,09,10,11,05,04,01,13,15,08,00,00,00,00,02,00,06,00,09,00,00,08,00,10,09,00,00,00,00,00,03,00,05,11,00,00,15,00,03,00,16,00,07,00,01,00,00,00,00,00,00,05,12,02,07,00,00,03,00,00,00,00,14,00,00,00,08,06,00,00,15,00,10,00,14,11,00,00,00,00,01,00,03,00,00,13,08,00,00,00,04,10,00,14,00,02,11,01,00,00,16,12,05,00,01,00,00,06,02,08,00,15,00,10,00,09,00,00,00,09,00,01,00,00,00,00,13,10,00,00,00,15,00
13,11,08,00,00,00,00,02,05,01,00,06,00,16,00,00,00,00,00,02,06,16,11,07,00,00,00,00,10,00,15,05,04,00,00,00,00,00,08,14,00,15,00,00,02,00,12,00,05,03,00,00,04,01,00,00,00,00,09,00,00,06,00,00,00,00,01,05,00,00,00,00,06,00,00,00,04,00,00,00,00,12,00,00,00,06,00,00,00,00,04,00,09,00,16,00,16,00,04,13,11,00,00,05,10,00,00,15,14,12,00,02,00,02,00,00,00,08,07,00,16,00,12,00,00,00,00,00,00,00,00,00,00,02,00,09,00,06,16,00,00,00,10,00,09,00,15,03,14,00,00,11,02,00,00,12,06,01,00,16,00,14,00,10,00,15,00,00,00,00,07,00,00,00,03,00,00,00,00,04,00,00,00,08,00,00,00,00,11,05,00,00,00,00,03,00,00,04,00,00,00,00,11,16,00,00,01,06,00,04,00,11,00,00,14,00,01,13,00,00,00,00,00,07,15,09,00,01,00,00,00,00,03,12,06,08,05,00,00,00,00,00,16,00,09,00,12,01,04,00,00,00,00,10,11,03
02,00,00,09,10,00,00,06,00,07,13,15,00,00,08,01,11,07,13,00,09,00,00,00,00,05,00,00,10,03,00,00,00,03,08,00,00,13,05,11,14,10,00,00,00,09,00,00,00,00,10,05,07,08,00,16,09,03,00,00,00,02,13,04,12,00,00,00,00,01,06,00,16,08,00,00,00,04,00,03,13,00,05,03,00,11,00,04,00,00,00,00,08,00,02,00,04,00,00,00,15,10,00,09,00,00,03,02,16,01,00,05,00,10,00,00,00,00,02,03,00,00,00,00,14,13,00,11,07,00,15,16,00,00,00,00,13,02,00,00,00,00,01,00,03,00,01,11,02,09,00,00,15,00,14,08,00,00,00,16,00,06,00,13,00,00,00,00,07,00,04,00,02,15,00,08,05,00,02,00,00,00,08,13,00,16,09,00,00,00,00,14,08,01,03,00,00,00,09,15,10,00,16,13,11,14,00,00,00,00,16,00,00,00,13,12,03,11,08,00,00,05,15,00,00,00,04,15,00,00,11,00,00,00,00,05,00,08,07,02,10,05,00,00,01,06,07,00,02,00,00,14,03,00,00,13
00,05,00,00,02,01,00,03,00,00,00,00,00,09,13,04,03,00,00,00,00,00,14,00,00,05,04,00,00,00,00,00,00,14,00,00,00,00,00,05,02,00,13,00,00,00,12,08,00,00,00,16,00,00,00,00,03,12,00,01,00,02,00,14,00,07,00,00,00,05,04,13,00,00,15,08,12,00,00,00,04,00,11,12,15,10,00,06,09,07,00,00,02,05,00,00,00,00,15,00,00,14,01,00,00,10,00,00,00,00,16,00,00,00,00,14,03,00,00,00,00,06,00,05,09,00,11,15,12,01,00,15,04,00,07,00,00,00,00,02,11,00,00,00,00,02,00,00,00,00,08,00,00,04,05,00,00,10,00,00,00,00,14,11,00,00,02,10,15,00,07,06,13,08,00,16,00,00,00,03,14,15,00,00,12,16,09,00,00,00,07,00,14,00,13,00,16,00,03,15,00,00,00,00,06,00,00,00,10,16,00,00,00,12,00,14,08,00,00,00,00,00,04,00,00,00,00,00,00,04,09,00,00,03,00,00,00,00,00,11,01,03,05,00,00,00,00,00,04,00,02,12,00,00,15,00
11,00,04,00,06,00,00,01,00,00,03,07,00,15,00,00,00,00,08,15,00,12,00,00,13,06,00,10,01,00,03,00,00,01,00,02,00,13,10,03,00,12,00,00,00,00,00,07,07,00,00,03,02,00,00,00,00,08,00,05,00,00,00,09,00,02,00,00,00,07,00,08,00,01,14,00,00,00,15,06,00,00,00,00,10,14,00,00,06,00,00,00,00,01,07,00,14,11,00,06,00,04,00,12,00,00,10,00,00,00,09,00,04,00,00,00,13,00,02,06,00,05,00,00,11,12,16,00,00,03,11,16,00,00,13,00,05,04,00,14,00,00,00,15,00,06,00,00,00,15,00,00,09,00,12,00,13,00,01,10,00,10,02,00,00,00,00,16,00,00,01,15,00,00,00,00,01,09,00,00,00,11,14,00,10,00,06,00,00,00,04,00,05,00,00,00,07,00,11,00,00,00,00,01,15,00,00,08,10,00,00,00,00,00,01,00,08,15,05,00,12,00,13,00,00,15,00,07,09,00,03,04,00,00,11,00,05,10,00,00,00,00,16,00,05,06,00,00,03,00,00,13,00,09,00,04
